model,price,transmission,mileage,fuelType,tax,mpg,engineSize,carAge
3,9.647885373547759,2,54697,0,30,65.7,2.0,4
25,10.165659490817816,2,27170,2,200,40.9,2.0,4
5,10.46296047312364,2,20,0,145,47.9,2.0,1
9,9.975575628930383,2,29838,2,200,40.4,2.0,5
8,10.064542911536916,2,4084,2,145,40.9,1.5,1
2,9.85166780380633,2,2620,0,150,52.3,1.6,1
0,9.85166780380633,1,291,2,150,46.3,1.5,1
2,9.47231994707559,1,38555,2,20,60.1,1.4,6
0,9.532061486651386,2,22104,2,30,57.6,1.4,3
10,10.308285771656589,2,12500,0,145,38.2,2.0,1
0,9.98736903651683,2,5024,2,145,47.1,1.0,1
11,10.657259354912508,0,50,0,145,33.6,3.0,1
9,10.308285771656589,1,6840,2,145,39.8,1.5,0
9,10.491135318903403,0,3911,0,145,45.6,2.0,0
2,10.042814617757227,2,9967,2,145,42.2,1.5,1
4,10.432644132986843,2,4054,0,145,44.8,2.0,1
10,10.432644132986843,2,4980,0,145,38.2,2.0,1
6,9.996522418503318,2,31299,0,125,61.4,3.0,4
5,9.851931065621725,2,39990,0,30,61.4,2.0,4
9,9.90323752128092,1,29041,0,150,61.4,2.0,3
9,9.877656792501606,2,40525,0,165,50.4,2.0,4
9,9.99857043378282,2,28988,2,150,47.9,1.4,3
9,9.90323752128092,1,19311,2,150,51.4,1.4,2
9,9.90323752128092,1,32565,2,150,49.6,1.4,3
0,10.021048341275273,2,9801,2,150,40.9,2.0,1
0,10.021048341275273,2,8750,2,150,40.9,2.0,1
9,10.146433731146518,0,4000,0,145,48.7,2.0,1
4,10.51867319162636,0,5117,0,145,45.6,2.0,1
4,10.184900011974314,0,3797,0,145,50.4,2.0,1
13,11.661345470088502,0,2369,2,145,22.6,5.2,1
10,10.0190458931704,2,27266,0,200,47.1,2.0,4
3,9.429475901892854,0,54549,0,0,72.4,2.0,5
9,10.183011437286446,2,4847,2,145,40.4,2.0,2
10,10.504793529430493,2,27838,2,150,34.0,3.0,3
9,9.952039593118293,2,35852,2,150,47.9,1.4,3
8,10.184522582266116,2,14291,2,150,39.8,1.5,1
4,10.257659366256743,0,7769,2,145,37.7,2.0,1
8,10.165851817003619,2,7499,2,145,40.9,1.5,1
5,10.357742824813725,0,1000,0,145,47.9,2.0,1
2,9.846917201047734,2,18486,1,0,176.6,1.4,4
10,10.477287975463508,0,8417,0,145,38.2,2.0,1
5,9.846917201047734,2,38367,0,30,61.4,2.0,4
9,9.940301525658844,2,35233,2,200,42.2,2.0,4
2,9.453286550586572,1,33761,0,145,70.6,1.6,3
4,10.20322170601205,0,9000,2,145,39.8,2.0,1
8,10.04107321548869,2,7441,2,145,52.3,1.4,2
2,10.083305979111964,0,5804,0,145,51.4,2.0,1
3,10.20322170601205,0,5556,2,145,38.2,2.0,1
2,10.126231023828998,0,8799,2,145,42.2,1.5,1
2,9.998343083548807,1,3272,0,145,55.4,2.0,1
8,10.307284603543595,0,6042,2,145,33.2,2.0,1
3,10.144471021978669,0,9181,0,145,48.7,2.0,1
10,10.340128278112742,0,5824,0,145,39.2,2.0,1
10,10.340128278112742,0,6107,0,145,39.2,2.0,1
4,10.255903439554476,0,6621,0,145,47.1,2.0,1
9,10.447264276441805,2,4500,0,145,47.1,2.0,0
11,10.767431804038074,0,38513,0,300,39.2,4.0,3
6,10.144471021978669,2,21134,0,145,52.3,3.0,3
8,9.795345393916424,1,15308,2,145,55.4,1.0,2
10,10.5184028848265,2,6612,2,145,32.1,2.0,1
10,10.462817585361734,2,8186,2,145,32.1,2.0,1
4,10.201367449964355,0,69,0,145,62.8,2.0,1
11,10.992890902118928,0,15887,0,145,39.2,4.0,2
2,9.996522418503318,0,9406,0,145,51.4,2.0,1
10,10.397878869838694,2,1154,0,145,38.2,2.0,1
3,10.20322170601205,0,5212,0,145,49.6,2.0,1
4,10.255903439554476,0,6721,0,145,47.1,2.0,1
11,10.858036996527373,0,8206,0,145,32.8,3.0,1
11,10.639454730279002,2,10492,0,145,33.6,3.0,1
10,10.490996401073076,2,8000,0,145,38.2,2.0,1
2,10.062625773874425,0,2500,0,145,52.3,1.6,1
9,10.403959764222627,0,7000,0,145,47.1,2.0,1
8,10.220121446937677,2,2500,2,145,42.2,1.5,0
3,10.34158118013602,2,1600,2,145,40.9,2.0,0
4,9.645364282325891,2,48792,0,125,58.9,2.0,6
9,9.66459564425378,1,31075,0,125,56.5,2.0,4
2,9.738023112808596,1,26701,2,30,58.9,1.4,4
5,10.691717614342766,2,2500,0,145,37.7,3.0,0
12,11.049301442688533,2,768,0,145,32.8,3.0,0
8,10.266393046225497,2,4502,0,145,44.8,2.0,1
10,10.417807065556374,2,10443,2,145,40.4,2.0,2
4,10.621083413498383,2,2900,0,145,44.8,2.0,0
2,10.0190458931704,2,6575,0,145,52.3,1.6,1
9,9.817384853482716,1,19379,2,145,49.6,1.4,5
9,10.357425314095071,0,7753,2,145,31.7,2.0,1
9,10.307284603543595,0,11020,2,145,31.7,2.0,1
10,10.402746539930654,0,9140,0,145,38.2,2.0,1
10,10.338511462885837,0,5291,0,145,39.2,2.0,1
3,10.165851817003619,0,1000,0,145,47.9,2.0,1
3,10.043249494911286,1,1000,2,145,39.2,2.0,1
8,10.325481962595504,0,1000,2,145,33.2,2.0,1
2,9.890908770329268,2,17771,0,30,61.4,2.0,3
10,10.144471021978669,2,23966,0,145,56.5,2.0,3
8,9.952039593118293,1,2915,0,145,49.6,1.6,1
10,10.220121446937677,2,21585,2,145,40.9,2.0,3
11,10.914997550991217,2,1364,0,145,33.2,3.0,0
11,10.914178959831768,2,1600,0,145,33.2,3.0,0
4,10.2396025825095,2,1432,2,145,39.8,2.0,0
4,10.341419850781794,2,1500,2,145,39.2,2.0,0
9,9.849559210510572,2,34022,0,145,56.5,2.0,3
8,10.032320424379096,0,33297,0,145,58.9,2.0,3
9,10.307284603543595,1,1600,0,145,40.9,2.0,1
9,10.143291544743445,1,2204,2,145,40.9,1.5,1
9,10.20322170601205,1,107,0,145,42.8,2.0,1
11,10.308619271743055,2,57000,0,200,47.9,3.0,4
3,9.740380214665977,2,28500,0,20,70.6,2.0,3
25,10.388687628663146,2,2950,2,145,34.9,2.0,0
4,10.388995368317829,0,1000,2,145,37.7,2.0,1
11,10.714417768752456,0,1000,0,145,33.6,3.0,1
12,10.905955980651335,0,1000,0,145,33.6,3.0,1
3,10.165851817003619,0,5000,0,145,48.7,2.0,1
4,10.184900011974314,0,6939,2,145,40.4,2.0,1
10,10.419300717813158,0,1297,0,145,38.2,2.0,1
9,9.925738161470948,2,20500,2,150,47.9,1.4,3
2,10.083723602839061,2,8251,0,150,50.4,2.0,1
8,9.769384568012647,1,26953,2,145,52.3,1.4,3
9,9.877656792501606,2,38235,0,145,55.4,2.0,3
2,10.411810046084,2,4620,2,150,34.5,2.0,1
2,10.020826044953361,1,4094,2,150,42.8,1.5,1
10,9.710509415553645,1,53894,0,165,49.6,2.0,5
11,10.325318014730557,2,22639,0,165,48.7,3.0,4
3,9.85166780380633,2,64049,0,150,56.5,2.0,4
2,10.085600754292345,1,3717,0,145,51.4,1.6,1
5,10.714195521835219,2,7076,0,145,36.2,3.0,1
5,9.811920359010637,0,34235,0,145,64.2,2.0,3
2,10.08539235583374,2,6105,0,150,50.4,2.0,1
2,9.877913301416697,2,15226,0,125,57.6,2.0,4
3,9.023408202624545,2,86999,0,125,57.6,2.0,7
2,9.822819649468673,1,10500,2,150,60.1,1.0,2
9,9.925738161470948,2,23500,0,165,50.4,2.0,4
0,9.598998361767967,1,22500,2,150,47.9,1.0,2
10,10.432644132986843,2,30000,0,240,42.2,3.0,3
8,9.708080756193517,1,29500,2,150,55.4,1.0,3
0,9.973479924356162,2,2500,2,150,44.1,1.0,0
0,9.153770020487789,1,62500,0,0,80.7,1.6,5
10,10.371927459805681,2,4879,0,150,38.2,2.0,1
2,9.509703949201802,1,21114,2,20,60.1,1.0,4
2,9.998343083548807,2,7617,2,150,42.2,1.5,1
10,10.33834963749508,2,15342,0,150,38.2,2.0,1
25,10.81777628173961,2,4000,2,150,30.7,2.5,1
2,9.103868127465667,2,75142,2,30,57.6,1.4,7
8,9.85166780380633,1,8100,2,150,52.3,1.4,2
12,10.896739325546411,0,1000,0,145,33.6,3.0,1
4,10.184900011974314,0,6612,0,145,50.4,2.0,1
11,10.757902880692196,0,9898,0,145,32.8,3.0,1
10,10.404262840448617,2,10949,0,145,38.2,2.0,1
2,10.106428396532818,2,5000,0,145,50.4,2.0,1
9,10.457372665762566,2,3238,2,145,37.2,1.5,1
10,10.505067539570582,2,10628,0,145,38.2,2.0,1
2,9.735068900911164,1,25158,2,125,50.4,2.0,4
0,10.021270588192511,2,2963,2,145,44.8,1.5,1
2,9.994241915804592,0,11687,2,145,42.2,1.5,1
11,10.703244468154331,0,12697,0,145,32.8,3.0,1
3,9.740380214665977,1,20000,0,150,67.3,2.0,3
0,9.509703949201802,1,15534,2,30,58.9,1.4,4
4,9.304741047397666,2,67000,0,125,60.1,2.0,7
5,9.674074388208323,2,46000,0,20,67.3,2.0,5
4,10.19988156558993,2,5000,2,145,39.8,2.0,0
4,10.236381967809457,2,5000,2,145,40.4,2.0,0
11,10.757690092096862,0,5000,0,145,33.6,3.0,0
8,9.674074388208323,1,31000,2,150,55.4,1.0,3
9,9.927692241232945,2,15000,2,150,47.9,1.4,3
9,10.334945240918547,2,6119,2,150,31.7,2.0,1
2,10.388687628663146,2,318,2,150,33.2,2.0,1
0,10.020826044953361,2,2813,2,150,44.8,1.5,1
3,9.875602349046593,2,25000,2,145,50.4,1.4,3
0,9.61547209118311,2,19158,2,30,57.6,1.4,4
4,10.184900011974314,0,8933,0,145,51.4,2.0,1
10,10.4341158035983,2,5542,0,145,38.2,2.0,1
3,10.081633737919603,0,4418,0,145,48.7,2.0,1
4,10.370361288772935,0,3794,0,145,45.6,2.0,1
4,10.184900011974314,0,6109,0,145,50.4,2.0,1
10,10.4341158035983,0,5492,0,145,38.2,2.0,1
3,10.142504453006628,0,3258,0,145,49.6,2.0,1
3,10.064330077652958,2,2552,0,145,50.4,2.0,1
10,10.04107321548869,1,52821,2,260,35.8,2.0,4
11,11.00126616045566,2,6227,0,145,33.2,3.0,1
3,10.735309127783832,2,3500,0,145,40.4,3.0,1
2,9.679718805828,1,43601,0,20,67.3,2.0,5
4,10.19988156558993,2,15000,2,150,50.4,2.0,2
14,10.257659366256743,2,49459,2,305,34.9,2.5,4
9,9.510074525452104,2,48250,0,205,47.9,2.0,7
9,9.898475010712584,2,35252,2,205,40.4,2.0,4
25,9.710509415553645,1,14782,2,150,47.1,1.8,4
8,10.146433731146518,1,1000,0,145,49.6,1.6,1
25,10.268130666124037,2,241,2,145,40.9,2.0,0
9,9.898475010712584,2,18101,2,145,47.9,1.4,5
2,10.388995368317829,2,3007,2,145,34.5,2.0,0
9,10.308619271743055,1,5000,0,145,40.9,2.0,0
9,10.2396025825095,1,5000,2,145,39.8,1.5,0
2,10.083723602839061,2,4876,0,145,52.3,1.6,1
8,9.996522418503318,1,3193,0,145,49.6,1.6,1
2,10.04107321548869,1,6985,0,145,51.4,1.6,1
9,10.126231023828998,1,7100,2,145,40.9,1.5,1
2,9.951801412814678,2,60270,2,160,44.1,2.0,4
9,10.19988156558993,1,8800,2,145,39.8,1.5,1
8,10.08539235583374,1,100,0,145,49.6,1.6,1
11,11.125791313546788,2,7077,0,145,30.1,4.0,1
9,10.5184028848265,2,5000,2,145,32.1,2.0,1
2,9.993785190516908,1,1489,0,145,51.4,1.6,1
4,10.283634852660002,0,11128,2,145,39.8,2.0,1
3,10.274706221915702,0,7500,0,145,47.9,2.0,1
16,11.06585680700699,0,1000,2,145,29.7,2.9,1
10,10.357425314095071,2,6001,0,145,55.4,2.0,1
2,10.126231023828998,2,2346,0,145,50.4,2.0,1
3,9.496270911389157,0,43288,0,145,53.3,2.0,5
9,9.581903928408666,2,45793,2,260,36.7,2.0,7
2,10.021270588192511,2,3189,2,145,44.1,1.5,1
10,10.515966830028619,2,10224,0,145,38.2,2.0,1
2,10.305613759378778,2,4641,2,145,34.9,2.0,1
0,9.966462351697517,2,8253,2,145,47.1,1.0,1
9,9.735068900911164,1,23382,0,30,60.1,2.0,4
0,9.464982590349763,1,14000,2,145,67.3,1.0,3
9,10.126231023828998,1,3000,2,145,40.9,1.5,1
8,10.325318014730557,2,3350,2,145,33.2,2.0,1
9,10.126231023828998,1,3338,2,145,40.9,1.5,1
9,10.403959764222627,2,5000,0,145,47.1,2.0,1
25,10.20322170601205,0,5214,2,145,40.9,2.0,1
10,10.489884363149192,2,4042,0,145,38.2,2.0,1
8,10.2396025825095,0,5000,0,145,44.8,1.6,1
10,10.595383951194421,2,5937,0,145,38.2,2.0,1
4,9.735068900911164,2,30275,2,205,42.2,2.0,4
9,10.236381967809457,1,4551,2,150,40.9,1.5,1
0,9.503009985939002,2,31597,2,30,57.6,1.4,3
2,10.029679577773887,2,4520,2,145,43.5,1.5,1
0,10.020826044953361,2,2221,2,145,44.8,1.5,1
16,10.940224437486151,2,2469,2,150,29.7,2.9,1
2,10.064330077652958,2,6777,2,150,42.2,1.5,1
14,10.542706391070517,2,5894,2,150,30.1,2.5,1
2,9.539644119118783,2,31525,2,30,55.4,1.4,4
0,9.877656792501606,2,11259,2,145,55.4,1.4,2
2,9.49514330367712,1,32525,0,20,70.6,2.0,3
10,10.163926888594034,2,27923,0,145,56.5,2.0,3
25,10.23099111917458,0,1493,2,145,35.3,2.0,1
3,10.126231023828998,0,8499,0,145,48.7,2.0,1
9,10.402746539930654,0,1000,2,145,32.1,2.0,1
4,10.307284603543595,0,5000,2,145,39.8,2.0,1
2,10.0190458931704,1,100,0,145,55.4,2.0,1
3,10.081633737919603,0,8362,2,145,39.8,2.0,1
10,10.308619271743055,0,11844,0,145,39.2,2.0,1
3,10.184522582266116,0,1000,0,145,47.9,2.0,1
2,10.020826044953361,2,5400,0,145,52.3,1.6,1
0,9.471935109664646,1,13442,2,125,52.3,1.4,6
9,9.851931065621725,2,35292,0,165,50.4,2.0,4
2,9.392245175273795,1,35500,2,20,60.1,1.0,4
8,9.888120075405006,1,19886,2,150,50.4,1.4,2
0,9.608780865147382,1,21072,2,30,70.6,1.4,4
2,9.737846105993372,0,11861,2,30,57.6,1.4,4
4,9.696893794766453,1,60431,0,160,53.3,2.0,4
11,10.106428396532818,2,37252,0,300,39.2,3.0,6
9,10.236381967809457,1,3061,2,145,39.8,1.5,1
9,10.064542911536916,2,11831,2,145,47.9,1.4,2
2,9.710812583662682,1,21774,2,30,58.9,1.4,4
4,10.308952660644293,0,9333,2,145,37.7,2.0,1
10,10.236381967809457,2,17289,0,150,55.4,2.0,2
2,10.081633737919603,1,1529,0,150,52.3,1.6,1
9,10.021270588192511,2,33200,0,150,55.4,2.0,3
10,9.769956159911606,1,41034,0,200,47.9,2.0,6
2,9.698920386794853,2,22122,0,145,74.3,1.6,3
11,10.89488575689709,2,17315,0,145,32.1,3.0,1
2,9.51044496442652,0,42574,2,20,60.1,1.4,4
2,10.16199824768763,2,2867,0,145,51.4,2.0,1
2,10.06475570013225,1,5669,2,145,42.2,1.5,1
10,10.691717614342766,0,5401,0,145,36.2,2.0,1
8,10.064330077652958,0,3953,0,145,46.3,1.6,1
9,10.285001439821778,1,5000,0,145,40.9,2.0,1
9,10.373178632943564,2,5000,2,145,32.1,2.0,1
3,10.064330077652958,2,5000,2,145,39.8,2.0,1
3,10.042814617757227,2,4023,0,145,50.4,2.0,1
0,9.388486557359657,1,25800,2,150,67.3,1.0,3
2,10.388964598613677,2,4500,2,150,34.5,2.0,1
2,9.975808214115753,1,5000,0,145,51.4,1.6,1
2,10.340128278112742,2,6207,2,145,34.5,2.0,1
2,10.388687628663146,2,6123,2,145,34.5,2.0,1
2,10.388687628663146,2,5171,2,145,34.5,2.0,1
8,10.19241884438834,2,4256,2,145,33.2,2.0,1
0,9.532423871145296,1,31450,2,30,55.4,1.4,4
2,9.764225485202621,1,24200,2,145,54.3,1.5,3
9,9.947504437952903,2,22000,2,145,47.9,1.4,3
2,9.615805480084347,1,13078,0,145,67.3,2.0,3
0,9.78131991856192,1,10900,2,145,54.3,1.4,2
6,10.305613759378778,2,17693,0,145,52.3,3.0,2
11,10.819778284410283,0,26612,0,145,39.2,4.0,2
3,10.196157166498947,0,8394,0,145,47.9,2.0,1
3,10.146433731146518,0,500,0,145,49.6,2.0,1
10,10.073019334401689,2,14618,0,200,47.1,2.0,4
11,10.257659366256743,0,61287,0,200,47.9,3.0,5
11,10.621327345686446,0,7476,0,145,33.2,3.0,1
4,9.851931065621725,2,24059,0,160,52.3,2.0,4
2,9.846917201047734,2,31574,2,200,42.8,1.8,4
3,9.971146201009942,2,31169,0,145,65.7,2.0,3
2,9.792555991828847,1,35000,2,30,56.5,1.4,4
0,9.457200449907708,1,45454,2,30,56.5,1.4,4
0,9.975342989636555,1,5014,2,145,50.4,1.0,1
2,10.020826044953361,1,9946,2,145,42.2,1.5,1
0,9.47231994707559,2,47887,2,30,56.5,1.4,5
9,10.307284603543595,2,14401,2,145,31.7,2.0,1
8,9.998797732340453,2,38270,0,125,58.9,2.0,3
10,10.081633737919603,0,46987,0,260,41.5,3.0,6
13,11.288531131754366,2,10172,2,570,24.8,5.2,4
11,10.463074768634808,2,36461,0,0,156.9,3.0,4
3,9.776335766875645,2,29399,2,145,50.4,2.0,3
3,9.67721410821299,1,18300,0,145,74.3,2.0,3
11,10.735309127783832,2,18000,0,145,32.8,3.0,2
11,10.724368099605625,2,31800,0,145,39.2,4.0,3
11,10.691717614342766,2,7500,0,145,33.2,3.0,1
0,9.647949933410914,1,6500,2,145,55.4,1.4,2
10,10.502324053624832,0,14504,2,145,34.0,3.0,2
2,10.021270588192511,0,1863,2,145,40.9,2.0,1
6,10.305613759378778,2,12958,0,145,52.3,3.0,2
2,9.38429367909962,2,38000,0,30,64.2,2.0,5
3,9.764225485202621,2,36780,0,30,65.7,2.0,4
2,10.064542911536916,2,5000,2,145,43.5,1.5,1
8,9.87302834505142,2,16235,2,145,54.3,1.4,3
10,10.431170293368542,2,12139,0,145,38.2,2.0,1
2,9.994241915804592,1,2442,0,145,51.4,1.6,1
0,9.528430400599346,2,28112,2,150,57.6,1.4,3
9,10.040855326828934,2,22796,2,150,42.2,2.0,3
2,9.6955404481032,2,20396,2,150,48.7,1.8,5
0,9.738023112808596,1,20863,2,30,70.6,1.4,4
8,9.903487552536127,1,741,0,145,49.6,1.6,1
9,10.165851817003619,1,4158,2,145,40.9,1.5,1
9,10.165851817003619,1,3204,2,145,40.9,1.5,1
3,10.184900011974314,2,6497,2,145,38.7,2.0,1
9,9.975575628930383,2,18804,2,145,47.9,1.4,3
9,9.680031452383618,1,39659,0,145,61.4,2.0,3
4,10.308952660644293,0,500,2,145,37.7,2.0,1
4,10.257659366256743,0,9357,2,145,40.4,2.0,1
3,10.085809109330082,1,2411,2,145,39.2,2.0,1
4,10.505067539570582,0,500,2,145,37.2,2.0,1
4,10.221941283654663,0,500,0,145,49.6,2.0,1
0,9.277999020449997,1,35700,2,125,52.3,1.4,6
10,10.271596874100524,2,27898,2,150,40.4,2.0,3
2,9.735068900911164,1,29898,2,20,60.1,1.4,4
11,10.685103381083682,2,5900,0,150,33.2,3.0,1
14,10.757690092096862,2,14585,2,150,29.7,2.5,1
9,9.60911649193355,1,45202,2,125,50.4,1.4,4
8,9.980448593672257,1,4157,0,145,49.6,1.6,1
3,10.126631103850338,0,2142,2,145,39.2,2.0,1
2,9.98966524877718,1,4577,0,145,51.4,1.6,1
9,10.104180975012746,2,33121,2,150,40.4,2.0,2
8,9.903487552536127,1,2011,0,145,49.6,1.6,1
8,9.846917201047734,0,20887,2,145,52.3,1.4,3
8,10.254144424149297,0,2879,2,145,33.2,2.0,1
8,9.99857043378282,2,9706,2,145,52.3,1.4,3
6,10.305613759378778,2,14468,0,145,52.3,3.0,3
2,10.00784756786037,0,1849,0,145,52.3,1.6,1
9,10.19241884438834,0,2047,0,145,48.7,2.0,1
10,10.341742483467284,2,3119,0,145,38.2,2.0,1
10,10.417657577552509,2,8301,2,145,40.4,2.0,2
10,10.489745271417972,2,5152,2,145,32.1,2.0,1
10,10.2126252970172,2,35847,0,145,55.4,2.0,3
2,10.077440859659566,1,5472,0,145,55.4,2.0,1
3,9.877913301416697,1,4337,2,145,51.4,1.4,3
9,9.825255704266555,1,27838,2,145,49.6,1.4,4
9,10.267783383606222,2,3150,2,145,38.2,1.5,1
10,10.471354916669316,2,2414,0,145,38.2,2.0,1
2,10.126631103850338,2,6420,0,145,50.4,2.0,1
11,10.357584082056029,2,39889,0,160,48.7,3.0,4
2,10.142504453006628,2,21572,2,150,43.5,2.0,3
2,10.38591370178042,2,1261,2,145,34.5,2.0,0
8,10.271596874100524,1,1201,0,145,46.3,1.6,0
3,9.949655233381135,2,8684,2,145,50.4,1.4,2
4,10.221577581159291,2,10372,2,145,39.8,2.0,1
11,10.46296047312364,2,28542,0,150,47.9,3.0,3
4,10.239781201782993,2,10312,0,150,51.4,3.0,2
3,9.900733764339506,2,33295,2,150,52.3,2.0,3
9,9.940060532766969,1,12245,2,150,49.6,1.4,2
0,9.949893925350283,2,3701,2,150,40.9,2.0,1
2,10.433821642690162,2,262,2,150,33.2,2.0,1
2,10.357425314095071,2,288,2,150,34.9,2.0,1
2,10.106020149946213,2,8877,2,150,42.2,1.5,1
0,9.56416124693201,1,8908,2,150,67.3,1.0,3
4,10.040855326828934,2,15655,2,150,53.3,2.0,3
0,9.973246796950981,2,5844,2,150,40.4,2.0,1
11,10.745054738214346,0,5489,0,145,32.8,3.0,1
4,10.218298292376161,0,3904,2,145,40.4,2.0,1
9,10.338511462885837,1,924,0,145,40.9,2.0,0
8,10.338511462885837,2,828,0,145,46.3,2.0,0
3,9.98506753952855,1,8022,2,145,39.2,2.0,1
9,10.515966830028619,2,2183,2,145,39.8,1.5,0
3,10.618885342030893,2,1964,0,145,40.4,3.0,0
4,10.468801361586188,0,8503,2,145,37.2,2.0,1
9,10.134599273499514,1,500,2,145,40.9,1.5,1
11,10.45722897727895,2,36542,0,205,47.9,3.0,3
8,10.305613759378778,0,3694,2,145,33.2,2.0,1
8,10.325481962595504,0,9161,2,145,33.2,2.0,1
9,10.236381967809457,1,4288,2,145,39.8,1.5,1
9,10.348173373797573,0,4303,2,145,32.1,2.0,1
2,10.292145542327912,2,5906,2,145,34.5,2.0,1
4,10.210972252284089,0,500,2,145,40.4,2.0,1
3,10.146433731146518,0,500,0,145,50.4,2.0,1
3,10.247077256926206,0,4904,0,145,47.9,2.0,1
10,10.89572028798544,2,6243,0,145,32.5,3.0,1
3,10.064330077652958,2,1425,2,145,38.7,2.0,1
4,10.307117644698563,2,5000,0,145,47.1,2.0,0
4,10.273152756513104,2,5000,0,145,50.4,2.0,0
2,10.042814617757227,2,18682,2,200,39.8,2.0,5
11,10.530761988945365,2,26890,0,145,47.9,3.0,2
9,9.975342989636555,2,19921,2,145,42.2,2.0,3
0,9.471935109664646,1,22488,2,0,67.3,1.0,3
9,9.940060532766969,2,17914,2,145,47.9,1.4,3
10,10.351053836662928,2,11065,0,145,38.2,2.0,1
4,10.433821642690162,2,3000,2,145,39.8,2.0,0
3,10.74699251468463,0,5000,0,145,39.8,3.0,1
11,11.111701351119319,0,3000,0,145,33.2,3.0,1
9,10.106020149946213,1,3000,2,145,40.9,1.5,1
4,10.21280880009139,2,3000,2,145,40.4,2.0,1
2,9.95227771670556,2,3000,2,145,40.9,2.0,1
5,10.64280241394108,0,5000,0,145,37.7,3.0,1
9,10.291806501809322,2,10594,2,145,31.7,2.0,1
10,10.619984981704288,2,3000,0,145,38.2,2.0,0
9,9.951801412814678,2,29794,2,145,47.9,1.4,4
9,10.530761988945365,2,3000,2,145,32.1,2.0,1
3,10.72524780056405,0,5500,0,145,40.9,3.0,1
5,10.22139568029476,0,6000,0,145,50.4,2.0,1
3,10.095965689539453,0,4500,0,145,48.7,2.0,1
0,10.054060411015502,2,3000,2,145,44.8,1.0,0
4,10.403959764222627,2,3000,2,145,40.4,2.0,0
4,9.598659321249377,2,39018,0,145,53.3,2.0,6
16,10.923236992778513,0,9108,2,145,29.7,2.9,1
4,10.373178632943564,2,5000,2,145,39.8,2.0,0
3,10.101887489959422,0,7000,0,145,48.7,2.0,1
0,9.739202358228273,2,13458,2,150,56.5,1.4,3
4,9.901986426409861,2,52600,0,150,70.6,2.0,3
10,10.447844659510912,2,5614,0,150,38.2,2.0,1
2,10.12543038327382,2,2346,0,150,50.4,2.0,1
6,10.486959366286973,0,3000,0,145,47.1,2.0,1
4,10.489745271417972,0,2200,0,145,50.4,2.0,1
11,10.858806671377762,0,11586,0,145,32.8,3.0,1
10,9.973013615184739,2,40063,0,200,47.1,2.0,4
8,10.273152756513104,0,6093,2,145,33.2,2.0,1
3,10.274706221915702,0,5000,2,145,38.2,2.0,1
5,10.583802754280695,2,9151,2,145,34.0,2.0,1
5,9.950848123895966,2,34000,0,145,61.4,2.0,3
10,10.858421908002487,2,215,0,145,34.5,3.0,0
8,9.739202358228273,1,51663,2,125,50.4,1.4,3
4,10.307284603543595,2,7126,0,150,50.4,2.0,1
8,9.798127036878302,1,23840,2,145,50.4,1.4,3
0,9.567315270923913,1,19000,2,150,55.4,1.4,3
16,10.644710356327636,2,18630,2,145,32.5,2.9,3
3,10.462817585361734,2,3000,2,145,39.2,2.0,0
0,10.106020149946213,2,3000,2,145,44.8,1.5,0
9,10.571060481976643,2,5476,2,145,31.0,2.0,1
25,10.307952160310709,2,1015,2,145,37.7,2.0,0
4,10.220849779089319,0,8815,0,145,51.4,2.0,1
8,10.307952160310709,2,1015,2,150,34.5,2.0,0
2,10.324497871979755,2,7987,2,150,34.9,2.0,1
5,10.202480416133776,0,6315,0,145,50.4,2.0,1
9,9.613803477413674,2,33178,0,205,47.9,2.0,6
0,9.974411890872826,2,6191,2,150,40.9,2.0,1
0,9.974411890872826,2,4977,2,150,40.9,2.0,1
4,10.403353336065777,2,8275,0,150,44.8,2.0,1
10,10.356789990058452,2,9683,0,150,38.2,2.0,1
4,10.12543038327382,0,5415,2,145,40.4,2.0,1
25,9.739202358228273,1,37730,2,150,47.1,1.8,4
10,10.356789990058452,2,5089,0,150,38.2,2.0,1
5,9.646657943567112,2,50100,0,30,64.2,2.0,6
0,10.041944295683145,2,3515,2,150,44.8,1.5,0
0,9.347490210123416,1,13500,2,30,57.6,1.4,3
2,10.019936365179374,2,3399,2,150,42.2,1.5,1
2,10.08455832742843,2,9588,2,150,42.2,1.5,1
2,10.010995760251413,2,7341,2,150,42.2,1.5,1
0,10.019936365179374,2,1124,2,150,44.8,1.5,1
9,10.183011437286446,2,972,0,150,48.7,2.0,1
11,10.66825747676904,2,9390,0,150,33.2,3.0,1
10,10.403353336065777,2,7203,0,150,55.4,2.0,1
4,10.324497871979755,2,701,0,150,50.4,2.0,1
10,10.340774272967248,2,14668,0,145,38.2,2.0,1
4,10.202480416133776,2,7015,2,145,39.8,2.0,0
9,10.403353336065777,2,1962,2,145,31.4,2.0,1
3,10.238887786196006,2,12350,0,145,47.9,2.0,1
2,9.997433165378656,1,5015,0,150,53.3,1.6,0
0,10.041944295683145,2,3015,2,150,44.8,1.0,0
9,10.274016090763396,2,2015,0,150,40.9,2.0,0
25,10.307952160310709,2,5515,2,150,35.3,2.0,0
3,10.274016090763396,2,3515,0,150,54.3,3.0,0
9,10.403353336065777,2,2015,2,150,31.4,2.0,0
9,10.307952160310709,1,1015,2,150,40.9,1.5,0
3,10.356789990058452,2,4915,2,150,40.9,2.0,0
2,9.796458979777604,1,14815,2,150,54.3,1.5,3
11,10.644710356327636,0,5815,0,145,33.6,3.0,1
